District,City,State,Zip,County
Miami,North Miami Beach,FL,33169,
Miami,"North Miami
Beach",FL,33162,
Miami,"North Miami
Beach",FL,33179,
Miami,"North Miami
Beach",FL,Unknown,
Miami,"North Miami
Beach",FL,33169,
Miami,"North Miami
Beach",FL,33180,
Miami,"North Miami
Beach",FL,33160,
Miami,"North Miami
Beach",FL,33181,
Miami,"North Miami
Beach",FL,33161,
Miami,North Miamii,FL,33161,
Miami,Oakland Park,FL,33334,
Miami,Oakland Park,FL,Unknown,
Miami,Oakland Park,FL,33308,
Miami,Oakland Park,FL,33311,
Miami,Oakland Park,FL,33309,
Miami,Opa Locka,FL,33054,
Miami,Opa Locka,FL,33167,
Miami,Opa Locka,FL,33055,
Miami,Opa Locka,FL,33056,
Miami,Opalocka,FL,33054,
Miami,Opa-Locka,FL,33056,
Miami,Palmetto Bay,FL,33157,
Miami,Palmetto Bay,FL,33176,
Miami,Palmetto Bay,FL,33158,
Miami,Palmetto Bay,FL,33187,
Miami,Parkland,FL,33076,
Miami,Parkland,FL,33067,
Miami,Parkland,FL,33073,
Miami,Pembroke Park,FL,33009,
Miami,Pembroke Park,FL,Unknown,
Miami,Pembroke Park,FL,33023,
Miami,Pembroke Pines,FL,33028,
Miami,Pembroke Pines,FL,33029,
Miami,Pembroke Pines,FL,33026,
Miami,Pembroke Pines,FL,33027,
Miami,Pembroke Pines,FL,33331,
Miami,Pembroke Pines,FL,33024,
Miami,Pembroke Pines,FL,33332,
Miami,Pembroke Pines,FL,Unknown,
Miami,Pembroke Pines,FL,33025,
Miami,Pembroke Pines,FL,33330,
Miami,Pembroke Pines,FL,33056,
Miami,Perrine,FL,33157,
Miami,Pinecrest,FL,33143,
Miami,Pinecrest,FL,33156,
Miami,Plantation,FL,33313,
Miami,Plantation,FL,33318,
Miami,Plantation,FL,33324,
Miami,Plantation,FL,Unknown,
Miami,Plantation,FL,33317,
Miami,Plantation,FL,33322,
Miami,Plantation,FL,33325,
Miami,Plantation,FL,33388,
Miami,Pompano Beach,FL,33062,
Miami,Pompano Beach,FL,33069,
Miami,Pompano Beach,FL,Unknown,
Miami,Pompano Beach,FL,33068,
Miami,Pompano Beach,FL,33064,
Miami,Pompano Beach,FL,33060,
Miami,Pompano Beach,FL,33065,
Miami,Pompano Beach,FL,33073,
Miami,Princeton,FL,33032,
Miami,"Richmond
Heights",FL,33176,
Miami,Shores,FL,33138,
Miami,South Miami,FL,33143,
Miami,South Miami,FL,Unknown,
Miami,South Miami,FL,33123,
Miami,Southwest Ranches,FL,Unknown,
Miami,Southwest Ranches,FL,33331,
Miami,Southwest Ranches,FL,33332,
Miami,Space H-1,FL,33025,
Miami,Sunny Isles,FL,33160,
Miami,Sunny Isles,FL,33060,
Miami,Sunny Isles Beach,FL,33160,
Miami,"Sunny Isles
Beach",FL,33160,
Miami,"Sunny Isles
Beach",FL,33060,
Miami,"Sunny Isles
Beach",FL,33181,
Miami,Sunrise,FL,Unknown,
Miami,Sunrise,FL,33323,
Miami,Sunrise,FL,33351,
Miami,Sunrise,FL,33313,
Miami,Sunrise,FL,33322,
Miami,Sunrise,FL,33328,
Miami,Sunrise,FL,33326,
Miami,Sunrise,FL,33325,
Miami,Sunrise,FL,33324,
Miami,Surfside,FL,33154,
Miami,Surfside,FL,Unknown,
Miami,Sweetwater,FL,Unknown,
Miami,Sweetwater,FL,33174,
Miami,Sweetwater,FL,33172,
Miami,Tamarac,FL,33321,
Miami,Tamarac,FL,33319,
Miami,Tamarac,FL,33351,
Miami,Tamarac,FL,Unknown,
Miami,Village Of,FL,33157,
Miami,"Village Of
Palmetto Bay",FL,33157,
Miami,"Village Of
Palmetto Bay",FL,33176,
Miami,Virginia,FL,33166,
Miami,"Virginia
Gardens",FL,33166,
Miami,"Vlg Of
Palmetto Bay",FL,33157,
Miami,West Miami,FL,33144,
Miami,West Miami,FL,Unknown,
Miami,West Park,FL,Unknown,
Miami,Weston,FL,33331,
Miami,Weston,FL,33327,
Miami,Weston,FL,33326,
Miami,Weston,FL,33332,
Miami,Weston,FL,Unknown,
Miami,Wilton Manors,FL,33305,
Miami,Wilton Manors,FL,33334,
Miami,Wilton Manors,FL,Unknown,
Miami,Wilton Manors,FL,33311,
